,IATA,ICAO,Airport name,Location served,Time,DST
5214,NGK,UHSN,Nogliki Airport[1],"Nogliki, Sakhalin Oblast, Russia",-,-
5215,NGL,FANG,Ngala Airfield[1],"Ngala, South Africa",-,-
5216,NGN,,Narganá Airport[1],"Narganá, Panama",-,-
5217,NGO,RJGG,Chūbu Centrair International Airport,"Nagoya, Honshu, Japan",-,-
5218,NGP,KNGP,NAS Corpus Christi (Truax Field),"Corpus Christi, Texas, United States",-,-
5219,NGQ,ZUAL,Ngari Gunsa Airport,"Shiquanhe, Tibet Autonomous Region, China",-,-
5220,NGR,,Ningerum Airport[1],"Ningerum, Papua New Guinea",-,-
5221,NGS,RJFU,Nagasaki Airport,"Nagasaki, Kyushu, Japan",-,-
5222,NGU,KNGU,NS Norfolk (Chambers Field),"Norfolk, Virginia, United States",-,-
5223,NGW,KNGW,NOLF Cabaniss Field,"Corpus Christi, Texas, United States",-,-
5224,NGX,VNMA,Manang Airport[1],"Manang, Nepal",-,-
5225,NHA,VVNT,Nha Trang Air Base[1],"Nha Trang, Vietnam",-,-
5226,NHD,OMDM,Al Minhad Air Base[1],"Dubai, United Arab Emirates",-,-
5227,NHF,HSNW,New Halfa Airport[1],"New Halfa, Sudan",-,-
5228,NHK,KNHK,NAS Patuxent River (Trapnell Field),"Patuxent River, Maryland, United States",-,-
5229,NHS,,Nushki Airport[1],"Nushki, Pakistan",-,-
5230,NHT,EGWU,RAF Northolt,"Northolt, England, United Kingdom",-,-
5231,NHV,NTMD,Nuku Hiva Airport[1],"Nuku Hiva, Marquesas Islands, French Polynesia",-,-
5232,NHX,KNBJ,NOLF Barin (FAA: NBJ),"Foley, Alabama, United States",-,-
5233,NHZ,KBXM,Brunswick Executive Airport,"Brunswick, Maine, United States",-,-
5234,NIA,GLNA,Nimba Airport,"Nimba, Liberia",-,-
5235,NIB,PAFS,Nikolai Airport (FAA: FSP),"Nikolai, Alaska, United States",-,-
5236,NIC,LCNC,Nicosia International Airport1,"Nicosia, Cyprus",-,-
5237,NIF,YCNF,Nifty Airport[1],"Nifty, Western Australia, Australia",-,-
5238,NIG,NGNU,Nikunau Airport[1],"Nikunau, Kiribati",-,-
5239,NIK,,Niokolo-Koba Airport[1],"Niokolo-Koba, Senegal",-,-
5240,NIM,DRRN,Diori Hamani International Airport,"Niamey, Niger",-,-
5241,NIN,,Ninilchik Airport,"Ninilchik, Alaska, United States",-,-
5242,NIO,FZBI,Nioki Airport,"Nioki, Democratic Republic of the Congo",-,-
5243,NIP,KNIP,NAS Jacksonville (Towers Field),"Jacksonville, Florida, United States",-,-
5244,NIR,,Chase Field Industrial Complex[1] (FAA: 1XA2),"Beeville, Texas, United States",-,-
5245,NIS,,Simberi Airport,"Simberi Island, Papua New Guinea",-,-
5246,NIT,LFBN,Niort - Souché Airport[1],"Niort, Poitou-Charentes, France",-,-
5247,NIU,NTKN,Niau Airport[1],"Niau, Tuamotus, French Polynesia",-,-
5248,NIX,GANR,Nioro Airport,"Nioro du Sahel, Mali",-,-
5249,NJA,RJTA,Naval Air Facility Atsugi[1],"Atsugi, Honshu, Japan",-,-
5250,NJC,USNN,Nizhnevartovsk Airport,"Nizhnevartovsk, Khanty-Mansi Autonomous Okrug, Russia",-,-
5251,NJF,ORNI,Al Najaf International Airport,"Al Najaf, Iraq",-,-
5252,NJK,KNJK,NAF El Centro,"El Centro, California, United States",-,-
5253,NKA,,Nkan Airport[1],"Ntoum (Nkan), Gabon",-,-
5254,NKB,,Noonkanbah Airport[1],"Noonkanbah Station, Western Australia, Australia",-,-
5255,NKC,GQNO,Nouakchott–Oumtounsy International Airport,"Nouakchott, Mauritania",-,-
5256,NKD,,Sinak Airport[1],"Sinak, Indonesia",-,-
5257,NKG,ZSNJ,Nanjing Lukou International Airport,"Nanjing, Jiangsu, China",-,-
5258,NKI,,Naukati Bay Seaplane Base[1] (FAA: AK62),"Naukati Bay, Alaska, United States",-,-
5259,NKL,FZAR,Nkolo-Fuma Airport,"Kolo Fuma, Democratic Republic of the Congo",-,-
5260,NKM,RJNA,Nagoya Airfield (Komaki Airport),"Nagoya, Honshu, Japan",-,-
5261,NKN,,Nankina Airport[1],"Nankina, Papua New Guinea",-,-
5262,NKO,,Ankokoambo Airport[1],"Ankokoambo, Madagascar",-,-
5263,NKP,,Nukutepipi Airport[1],"Nukutepipi, Tuamotus, French Polynesia",-,-
5264,NKS,FKAN,Nkongsamba Airport,"Nkongsamba, Cameroon",-,-
5265,NKT,LTCV,Şırnak Airport,"Şırnak / Cizre, Turkey",-,-
5266,NKU,FXNK,Nkaus Airport[1],"Nkau, Lesotho",-,-
5267,NKX,KNKX,MCAS Miramar,"San Diego, California, United States",-,-
5268,NKY,FCBY,Yokangassi Airport,"Nkayi (N'kayi), Republic of the Congo",-,-
5269,NLA,FLND,Simon Mwansa Kapwepwe International Airport,"Ndola, Zambia",-,-
5270,NLC,KNLC,NAS Lemoore (Reeves Field),"Lemoore, California, United States",-,-
5271,NLD,MMNL,Quetzalcóatl International Airport,"Nuevo Laredo, Tamaulipas, Mexico",-,-
5272,NLE,,Jerry Tyler Memorial Airport (FAA: 3TR),"Niles, Michigan, United States",-,-
5273,NLF,YDNI,Darnley Island Airport[1],"Darnley Island, Queensland, Australia",-,-
5274,NLG,PAOU,Nelson Lagoon Airport (FAA: OUL),"Nelson Lagoon, Alaska, United States",-,-
5275,NLH,,Ninglang Luguhu Airport[1],"Ninglang, Yunnan, China",-,-
5276,NLI,UHNN,Nikolayevsk-on-Amur Airport,"Nikolayevsk-on-Amur, Khabarovsk Krai, Russia",-,-
5277,NLK,YSNF,Norfolk Island Airport,"Norfolk Island, Australia",-,-
5278,NLL,YNUL,Nullagine Airport[1],"Nullagine, Western Australia, Australia",-,-
5279,NLN,,Kneeland Airport[1] (FAA: O19),"Arcata / Eureka, California, United States",-,-
5280,NLO,FZAB,N'Dolo Airport[1],"Kinshasa, Democratic Republic of the Congo",-,-
5281,NLP,FANS,Nelspruit Airport[1],"Nelspruit, South Africa",-,-
5282,NLS,,Nicholson Airport[1],"Nicholson, Western Australia, Australia",-,-
5283,NLT,ZWNL,Xinyuan Nalati Airport,"Xinyuan, Xinjiang, China",-,-
5284,NLU,MMSM,Santa Lucía Air Force Base Num 1,"Zumpango, State of Mexico, Mexico",-,-
5285,NLV,UKON,Mykolaiv International Airport,"Mykolaiv, Ukraine",-,-
5286,NMA,UTFN,Namangan Airport[1],"Namangan, Uzbekistan",-,-
5287,NMB,VADN,Daman Airport,"Daman, Daman and Diu, India",-,-
5288,NMC,MYEN,Norman's Cay Airport[1],"Norman's Cay, Exuma Islands, Bahamas",-,-
5289,NME,PAGT,Nightmute Airport (FAA: IGT),"Nightmute, Alaska, United States",-,-
5290,NMG,,San Miguel Airport[1],"San Miguel, Panama",-,-
5291,NML,,Fort McMurray/Mildred Lake Airport[1] (TC: CAJ3),"Fort McMurray, Alberta, Canada",-,-
5292,NMN,,Nomane Airport[1],"Nomane, Papua New Guinea",-,-
5293,NMP,,New Moon Airport[1],"New Moon, Queensland, Australia",-,-
5294,NMR,YNAP,Nappa Merrie Airport[1],"Nappa Merrie, Queensland, Australia",-,-
5295,NMS,VYNS,Nansang Airport[1],"Nansang (Namsang), Myanmar",-,-
5296,NMT,VYNT,Namtu Airport[1],"Namtu, Myanmar",-,-
5297,NNA,GMMY,Kenitra Air Base,"Kenitra, Morocco",-,-
5298,NNB,AGGT,Santa Ana Airport[1],"Santa Ana Island (Owaraha), Solomon Islands",-,-
5299,NND,,Nangade Airport[1],"Nangade, Mozambique",-,-
5300,NNG,ZGNN,Nanning Wuxu International Airport,"Nanning, Guangxi, China",-,-
5301,NNI,FYNA,Namutoni Airport[1],"Namutoni, Namibia",-,-
5302,NNK,,Naknek Airport (FAA: 5NK),"Naknek, Alaska, United States",-,-
5303,NNL,PANO,Nondalton Airport (FAA: 5NN),"Nondalton, Alaska, United States",-,-
5304,NNM,ULAM,Naryan-Mar Airport,"Naryan-Mar, Nenets Autonomous Okrug, Russia",-,-
5305,NNR,EICA,Connemara Airport,"Spiddal, Ireland",-,-
5306,NNT,VTCN,Nan Nakhon Airport[1],"Nan, Thailand",-,-
5307,NNU,SNNU,Nanuque Airport[1],"Nanuque, Minas Gerais, Brazil",-,-
5308,NNX,WRLF,Nunukan Airport,"Nunukan, Indonesia",-,-
5309,NNY,ZHNY,Nanyang Jiangying Airport,"Nanyang, Henan, China",-,-
5310,NOA,YSNW,NAS Nowra[1],"Nowra, New South Wales, Australia",-,-
5311,NOB,MRNS,Nosara Airport,"Nosara, Costa Rica",-,-
5312,NOC,EIKN,Ireland West Airport Knock,"Knock, Ireland",-,-
5313,NOD,EDWS,Norddeich Airport,"Norden, Lower Saxony, Germany",-,-
5314,NOG,MMNG,Nogales International Airport,"Nogales, Sonora, Mexico",-,-
5315,NOI,,Novorossiysk Airport[1],"Novorossiysk, Krasnodar Krai, Russia",-,-
5316,NOJ,USRO,Noyabrsk Airport,"Noyabrsk, Yamalo-Nenets Autonomous Okrug, Russia",-,-
5317,NOK,SWXV,Nova Xavantina Airport[1],"Nova Xavantina, Mato Grosso, Brazil",-,-
5318,NOM,ATNR,Nomad River Airport[1],"Nomad River, Papua New Guinea",-,-
5319,NON,NGTO,Nonouti Airport[1],"Nonouti, Kiribati",-,-
5320,NOO,,Naoro Airport[1],"Naoro, Papua New Guinea",-,-
5321,NOP,LTCM,Sinop Airport,"Sinop, Turkey",-,-
5322,NOR,BINF,Norðfjörður Airport[1],"Nordfjordur, Iceland",-,-
5323,NOS,FMNN,Fascene Airport[1],"Nosy Be, Madagascar",-,-
5324,NOT,KDVO,Marin County Airport (Gnoss Field) (FAA: DVO),"Novato, California, United States",-,-
5325,NOU,NWWW,La Tontouta International Airport,"Nouméa, New Caledonia",-,-
5326,NOV,FNHU,Albano Machado Airport,"Huambo, Angola",-,-
5327,NOZ,UNWW,Spichenkovo Airport,"Novokuznetsk, Kemerovo Oblast, Russia",-,-
5328,NPA,KNPA,NAS Pensacola (Forrest Sherman Field),"Pensacola, Florida, United States",-,-
5329,NPE,NZNR,Hawke's Bay Airport,"Napier / Hastings, New Zealand",-,-
5330,NPG,,Nipa Airport[1],"Nipa, Papua New Guinea",-,-
5331,NPH,,Nephi Municipal Airport (FAA: U14),"Nephi, Utah, United States",-,-
5332,NPL,NZNP,New Plymouth Airport,"New Plymouth, New Zealand",-,-
5333,NPO,WIOG,Nanga Pinoh Airport[1],"Nanga Pinoh, Indonesia",-,-
5334,NPP,,Napperby Airport[1],"Napperby, Northern Territory, Australia",-,-
5335,NPR,SJNP,Novo Progresso Airport[1],"Novo Progresso, Pará, Brazil",-,-
5336,NPT,KUUU,Newport State Airport (FAA: UUU),"Newport, Rhode Island, United States",-,-
5337,NPU,,San Pedro de Urabá Airport[1],"San Pedro de Urabá, Colombia",-,-
5338,NQA,KNQA,Millington Regional Jetport,"Millington, Tennessee, United States",-,-
5339,NQI,KNQI,NAS Kingsville,"Kingsville, Texas, United States",-,-
5340,NQL,SWNQ,Niquelândia Airport[1],"Niquelândia, Goiás, Brazil",-,-
5341,NQN,SAZN,Presidente Perón International Airport,"Neuquén, Neuquén, Argentina",-,-
5342,NQT,EGBN,Nottingham Airport[1],"Nottingham, England, United Kingdom",-,-
5343,NQU,SKNQ,Reyes Murillo Airport,"Nuquí, Colombia",-,-
5344,NQX,KNQX,NAS Key West (Boca Chica Field),"Key West, Florida, United States",-,-
5345,NQY,EGDG,Cornwall Airport Newquay,"Newquay, England, United Kingdom",-,-
5346,NRA,YNAR,Narrandera Airport[1],"Narrandera, New South Wales, Australia",-,-
5347,NRB,KNRB,NS Mayport (Admiral David L. McDonald Field),"Mayport, Florida, United States",-,-
5348,NRC,KNRC,NASA Crows Landing Airport,"Crows Landing, California, United States",-,-
5349,NRD,EDWY,Norderney Airport,"Norderney, Lower Saxony, Germany",-,-
5350,NRE,WAPG,Namrole Airport,"Namrole, Indonesia",-,-
5351,NRG,YNRG,Narrogin Airport,"Narrogin, Western Australia, Australia",-,-
5352,NRI,,Grand Lake Regional Airport[1] (FAA: 3O9),"Afton, Oklahoma, United States",-,-
5353,NRK,ESSP,Norrköping Airport,"Norrköping, Sweden",-,-
5354,NRL,EGEN,North Ronaldsay Airport[1],"North Ronaldsay, Scotland, United Kingdom",-,-
5355,NRM,GANK,Keibane Airport,"Nara, Mali",-,-
5356,NRN,EDLV,Weeze Airport (Niederrhein Airport),"Weeze, North Rhine-Westphalia, Germany",-,-
5357,NRR,TJRV,José Aponte de la Torre Airport[1] (FAA: RVR),"Ceiba, Puerto Rico, United States",-,-
5358,NRS,KNRS,NOLF Imperial Beach (Ream Field),"Imperial Beach, California, United States",-,-
5359,NRT,RJAA,Narita International Airport,"Tokyo, Honshu, Japan",-,-
5360,NRY,,Newry Airport[1],"Newry Station, Northern Territory, Australia",-,-
5361,NSB,,North Seaplane Base[1],"Bimini, Bahamas",-,-
5362,NSE,KNSE,NAS Whiting Field – North,"Milton, Florida, United States",-,-
5363,NSH,OINN,Noshahr Airport[1],"Nowshahr, Iran",-,-
5364,NSI,FKYS,Yaoundé Nsimalen International Airport,"Yaoundé, Cameroon",-,-
5365,NSK,UOOO,Alykel Airport,"Norilsk, Krasnoyarsk Krai, Russia",-,-
5366,NSL,KDVP,Slayton Municipal Airport[1] (FAA: DVP),"Slayton, Minnesota, United States",-,-
5367,NSM,YNSM,Norseman Airport[1],"Norseman, Western Australia, Australia",-,-
5368,NSN,NZNS,Nelson Airport,"Nelson, New Zealand",-,-
5369,NSO,YSCO,Scone Airport[1],"Scone, New South Wales, Australia",-,-
5370,NST,VTSF,Nakhon Si Thammarat Airport,"Nakhon Si Thammarat, Thailand",-,-
5371,NSV,YNSH,Noosa Airport[1],"Noosaville, Queensland, Australia",-,-
5372,NSY,LICZ,Naval Air Station Sigonella,"Catania, Sicily, Italy",-,-
5373,NTA,,Natadola Seaplane Base[1],"Natadola Bay, Fiji",-,-
5374,NTB,ENNO,"Notodden Airport, Tuven","Notodden, Norway",-,-
5375,NTC,,Santa Carolina Airport[1],"Santa Carolina, Mozambique",-,-
5376,NTD,KNTD,NAS Point Mugu (Naval Base Ventura County),"Point Mugu, California, United States",-,-
5377,NTE,LFRS,Nantes Atlantique Airport,"Nantes, Pays de la Loire, France",-,-
5378,NTG,ZSNT,Nantong Xingdong Airport,"Nantong, Jiangsu, China",-,-
5379,NTI,,Stenkol Airport[1],"Bintuni, Indonesia",-,-
5380,NTJ,,Manti-Ephraim Airport (FAA: 41U),"Manti, Utah, United States",-,-
5381,NTL,YWLM,Newcastle Airport / RAAF Base Williamtown,"Newcastle, New South Wales, Australia",-,-
5382,NTM,SNRW,Miracema do Tocantins Airport[1],"Miracema do Tocantins, Tocantins, Brazil",-,-
5383,NTN,YNTN,Normanton Airport[1],"Normanton, Queensland, Australia",-,-
5384,NTO,GVAN,Agostinho Neto Airport,"Santo Antão, Cape Verde",-,-
5385,NTQ,RJNW,Noto Airport[1],"Wajima, Honshu, Japan",-,-
5386,NTR,MMAN,Del Norte International Airport[1],"Monterrey, Nuevo León, Mexico",-,-
5387,NTT,NFTP,Niuatoputapu Airport,"Niuatoputapu, Tonga",-,-
5388,NTU,KNTU,NAS Oceana (Apollo Soucek Field),"Virginia Beach, Virginia, United States",-,-
5389,NTX,WION,Ranai Airport,"Natuna Islands, Indonesia",-,-
5390,NTY,FAPN,Pilanesberg International Airport,"Sun City, South Africa",-,-
5391,NUA,,Gregory Lake Seaplane Base[1],"Nuwara Eliya, Sri Lanka",-,-
5392,NUB,YNUM,Numbulwar Airport[1],"Numbulwar, Northern Territory, Australia",-,-
5393,NUD,HSNH,En Nahud Airport[1],"En Nahud, Sudan",-,-
5394,NUE,EDDN,Nuremberg Airport,"Nuremberg, Bavaria, Germany",-,-
5395,NUF,,Castlereigh Reservoir Seaplane Base[1],"Hatton, Sri Lanka",-,-
5396,NUG,,Nuguria Airport[1],"Nuguria, Papua New Guinea",-,-
5397,NUH,,Nunchía Airport[1],"Nunchía, Colombia",-,-
5398,NUI,PAQT,Nuiqsut Airport (FAA: AQT),"Nuiqsut, Alaska, United States",-,-
5399,NUJ,OIHS,Hamedan Air Base[1] (Nogeh Airport),"Hamadan, Iran",-,-
5400,NUK,NTGW,Nukutavake Airport,"Nukutavake, Tuamotus, French Polynesia",-,-
5401,NUL,PANU,Nulato Airport,"Nulato, Alaska, United States",-,-
5402,NUN,KNUN,NOLF Saufley Field,"Pensacola, Florida, United States",-,-
5403,NUP,,Nunapitchuk Airport (FAA: 16A),"Nunapitchuk, Alaska, United States",-,-
5404,NUQ,KNUQ,Moffett Federal Airfield,"Mountain View, California, United States",-,-
5405,NUR,YNUB,Nullabor Motel Airport[1],"Nullarbor, South Australia, Australia",-,-
5406,NUS,NVSP,Norsup Airport,"Norsup, Malakula, Vanuatu",-,-
5407,NUT,,Nutuve Airport[1],"Nutuve, Papua New Guinea",-,-
5408,NUU,HKNK,Nakuru Airport[1],"Nakuru, Kenya",-,-
5409,NUW,KNUW,NAS Whidbey Island (Ault Field),"Oak Harbor, Washington, United States",-,-
5410,NUX,USMU,Novy Urengoy Airport,"Novy Urengoy, Yamalo-Nenets Autonomous Okrug, Russia",-,-
5411,NVA,SKNV,Benito Salas Airport,"Neiva, Colombia",-,-
5412,NVD,KNVD,Nevada Municipal Airport,"Nevada, Missouri, United States",-,-
5413,NVG,MNNG,Nueva Guinea Airport[1],"Nueva Guinea, Nicaragua",-,-
5414,NVI,UTSA,Navoi International Airport[1],"Navoiy, Uzbekistan",-,-
5415,NVK,ENNK,"Narvik Airport, Framnes","Narvik, Norway",-,-
5416,NVN,,Nervino Airport (FAA: O02),"Beckwourth, California, United States",-,-
5417,NVP,,Novo Aripuanã Airport[1],"Novo Aripuanã, Amazonas, Brazil",-,-
5418,NVR,ULNN,Novgorod Airport,"Veliky Novgorod, Novgorod Oblast, Russia",-,-
5419,NVS,LFQG,Nevers - Fourchambault Airport[1],"Nevers, Burgundy, France",-,-
5420,NVT,SBNF,Navegantes–Ministro Victor Konder International Airport,"Navegantes, Santa Catarina, Brazil",-,-
5421,NVY,VONV,Neyveli Airport,"Neyveli, Tamil Nadu, India",-,-
5422,NWA,FMCI,Mohéli Bandar Es Eslam Airport[1],"Mohéli, Comoros",-,-
5423,NWH,,Parlin Field (FAA: 2B3),"Newport, New Hampshire, United States",-,-
5424,NWI,EGSH,Norwich International Airport,"Norwich, England, United Kingdom",-,-
5425,NWT,,Nowata Airport[1],"Nowata, Papua New Guinea",-,-
5426,NYA,USHN,Nyagan Airport,"Nyagan, Khanty-Mansi Autonomous Okrug, Russia",-,-
5427,NYC[1],,metropolitan area2,"New York City, New York, United States",-,-
5428,NYE,HKNI,Nyeri Airport[1],"Nyeri, Kenya",-,-
5429,NYG,KNYG,MCAF Quantico (Turner Field),"Quantico, Virginia, United States",-,-
5430,NYI,DGSN,Sunyani Airport,"Sunyani, Ghana",-,-
5431,NYK,HKNY,Nanyuki Airport,"Nanyuki, Kenya",-,-
5432,NYM,USMM,Nadym Airport,"Nadym, Yamalo-Nenets Autonomous Okrug, Russia",-,-
5433,NYN,YNYN,Nyngan Airport[1],"Nyngan, New South Wales, Australia",-,-
5434,NYO,ESKN,Stockholm Skavsta Airport,"Stockholm / Nyköping, Sweden",-,-
5435,NYR,UENN,Nyurba Airport,"Nyurba, Yakutia, Russia",-,-
5436,NYT,VYNT,Naypyidaw Airport,"Naypyidaw (Nay Pyi Taw), Myanmar",-,-
5437,NYU,VYBG,Nyaung U Airport,"Bagan / Nyaung-U, Myanmar",-,-
5438,NYW,VYMY,Monywa Airport[1],"Monywa, Myanmar",-,-
5439,NZA,FNZG,Nzagi Airport,"Nzagi, Angola",-,-
5440,NZC,SPZA,Maria Reiche Neuman Airport,"Nazca, Peru",-,-
5441,NZE,GUNZ,Nzérékoré Airport,"Nzérékoré, Guinea",-,-
5442,NZH,ZBMZ,Manzhouli Xijiao Airport[1],"Manzhouli, Inner Mongolia, China",-,-
5443,NZL,,Zhalantun Chengjisihan Airport[1],"Zhalantun, Inner Mongolia, China",-,-
5444,NZY,KNZY,NAS North Island (Halsey Field),"San Diego, California, United States",-,-
5445,OAA,OASH,Forward Operating Base Shank,"Gardez, Afghanistan",-,-
5446,OAG,YORG,Orange Airport[1],"Orange, New South Wales, Australia",-,-
5447,OAH,OASD,Shindand Air Base,"Shindand, Afghanistan",-,-
5448,OAI,OAIX,Bagram Airfield,"Bagram, Afghanistan",-,-
5449,OAJ,KOAJ,Albert J. Ellis Airport,"Jacksonville, North Carolina, United States",-,-
5450,OAK,KOAK,Oakland International Airport,"Oakland, California, United States",-,-
5451,OAL,SSKW,Capital do Café Airport[1],"Cacoal, Rondônia, Brazil",-,-
5452,OAM,NZOU,Oamaru Airport,"Oamaru, New Zealand",-,-
5453,OAN,MHEA,El Arrayán Airport[1],"Olanchito, Honduras",-,-
5454,OAR,KOAR,Marina Municipal Airport,"Monterey / Marina, California, United States",-,-
5455,OAS,OASA,Sharana Airstrip / Forward Operating Base Sharana,"Sharana, Afghanistan",-,-
5456,OAX,MMOX,Xoxocotlán International Airport,"Oaxaca de Juárez, Oaxaca, Mexico",-,-
5457,OAZ,OAZI,Camp Bastion Air Base,"Girishk (Gereshk), Afghanistan",-,-
5458,OBA,,Oban Airport[1],"Oban, Queensland, Australia",-,-
5459,OBC,HDOB,Obock Airport,"Obock, Djibouti",-,-
5460,OBD,,Obano Airport,"Obano, Indonesia",-,-
5461,OBE,KOBE,Okeechobee County Airport,"Okeechobee, Florida, United States",-,-
5462,OBF,EDMO,Oberpfaffenhofen Airport,"Oberpfaffenhofen, Bavaria, Germany",-,-
5463,OBI,SBTI,Óbidos Airport[1],"Óbidos, Pará, Brazil",-,-
5464,OBL,EBZR,Oostmalle Airfield,"Zoersel, Belgium",-,-
5465,OBM,,Morobe Airport[1],"Morobe, Papua New Guinea",-,-
5466,OBN,EGEO,Oban Airport[1] (North Connel Airport),"Oban, Scotland, United Kingdom",-,-
5467,OBO,RJCB,Tokachi–Obihiro Airport,"Obihiro, Hokkaido, Japan",-,-
5468,OBS,LFHO,Aubenas Aerodrome[1] (Ardèche Méridionale Aerodrome),"Aubenas, Rhône-Alpes, France",-,-
5469,OBU,PAOB,Kobuk Airport,"Kobuk, Alaska, United States",-,-
5470,OBX,AYOB,Obo Airport,"Obo, Papua New Guinea",-,-
5471,OCA,,Ocean Reef Club Airport (FAA: 07FA),"Key Largo, Florida, United States",-,-
5472,OCC,SECO,Francisco de Orellana Airport,"Puerto Francisco de Orellana (Coca), Ecuador",-,-
5473,OCE,KOXB,Ocean City Municipal Airport,"Ocean City, Maryland, United States",-,-
5474,OCF,KOCF,Ocala International Airport (Jim Taylor Field),"Ocala, Florida, United States",-,-
5475,OCH,KOCH,A.L. Mangham Jr. Regional Airport,"Nacogdoches, Texas, United States",-,-
5476,OCJ,MKBS,Ian Fleming International Airport,"Ocho Rios, Jamaica",-,-
5477,OCM,YBGD,Boolgeeda Airport[1],"Boolgeeda, Western Australia, Australia",-,-
5478,OCN,KOKB,Oceanside Municipal Airport (FAA: OKB),"Oceanside, California, United States",-,-
5479,OCS,,Corisco International Airport[1],"Corisco Island, Equatorial Guinea",-,-
5480,OCV,SKOC,Aguas Claras Airport[1],"Ocaña, Colombia",-,-
5481,OCW,KOCW,Washington–Warren Airport (Warren Field),"Washington, North Carolina, United States",-,-
5482,ODA,FEFW,Ouadda Airport[1],"Ouadda, Central African Republic",-,-
5483,ODB,LEBA,Córdoba Airport,"Córdoba, Andalusia, Spain",-,-
5484,ODC,,Oakdale Airport[1] (FAA: O27),"Oakdale, California, United States",-,-
5485,ODD,YOOD,Oodnadatta Airport[1],"Oodnadatta, South Australia, Australia",-,-
5486,ODE,EKOD,Hans Christian Andersen Airport,"Odense, Denmark",-,-
5487,ODH,EGVO,RAF Odiham,"Odiham, England, United Kingdom",-,-
5488,ODJ,FEGO,Ouanda Djallé Airport[1],"Ouanda Djallé, Central African Republic",-,-
5489,ODL,,Cordillo Downs Airport[1],"Cordillo Downs, South Australia, Australia",-,-
5490,ODM,,Garrett County Airport[1] (FAA: 2G4),"Oakland, Maryland, United States",-,-
5491,ODN,WBGI,Long Seridan Airport[1],"Long Seridan, Sarawak, Malaysia",-,-
5492,ODO,UIKB,Bodaybo Airport[1],"Bodaybo, Irkutsk Oblast, Russia",-,-
5493,ODR,YORV,Ord River Airport[1],"Ord River, Western Australia, Australia",-,-
5494,ODS,UKOO,Odessa International Airport,"Odessa, Ukraine",-,-
5495,ODW,KOKH,A.J. Eisenberg Airport (FAA: OKH),"Oak Harbor, Washington, United States",-,-
5496,ODY,VLOS,Oudomsay Airport,"Muang Xay (Oudomxai), Laos",-,-
5497,OEC,WPOC,Oecusse Airport,"Oecussi, East Timor",-,-
5498,OEL,UUOR,Oryol Yuzhny Airport,"Oryol (Orel), Oryol Oblast, Russia",-,-
5499,OEM,SMPA,Vincent Fayks Airport,"Paloemeu, Suriname",-,-
5500,OEO,KOEO,L.O. Simenstad Municipal Airport,"Osceola, Wisconsin, United States",-,-
5501,OER,ESNO,Örnsköldsvik Airport,"Örnsköldsvik, Sweden",-,-
5502,OES,SAVN,Antoine de Saint Exupéry Airport,"San Antonio Oeste, Río Negro, Argentina",-,-
5503,OFF,KOFF,Offutt Air Force Base,"Omaha, Nebraska, United States",-,-
5504,OFI,DIOF,Ouango Fitini Airport[1],"Ouango Fitini, Ivory Coast",-,-
5505,OFJ,BIOF,Ólafsfjörður Airport[1],"Ólafsfjörður, Iceland",-,-
5506,OFK,KOFK,Norfolk Regional Airport (Karl Stefan Memorial Field),"Norfolk, Nebraska, United States",-,-
5507,OFU,NSAS,Ofu Airport (FAA: Z08),"Ofu Island, American Samoa",-,-
5508,OGA,KOGA,Searle Field,"Ogallala, Nebraska, United States",-,-
5509,OGB,KOGB,Orangeburg Municipal Airport,"Orangeburg, South Carolina, United States",-,-
5510,OGD,KOGD,Ogden-Hinckley Airport,"Ogden, Utah, United States",-,-
5511,OGE,,Ogeramnang Airport[1],"Ogeramnang, Papua New Guinea",-,-
5512,OGG,PHOG,Kahului Airport,"Kahului, Hawaii, United States",-,-
5513,OGL,SYGO,Ogle Airport,"Georgetown, Guyana",-,-
5514,OGM,,Ustupu-Ogobsucum Airport[1],"Ustupo, Panama",-,-
5515,OGN,ROYN,Yonaguni Airport,"Yonaguni, Yaeyama Islands, Japan",-,-
5516,OGO,DIAU,Abengourou Airport[1],"Abengourou, Ivory Coast",-,-
5517,OGR,FTTB,Bongor Airport,"Bongor, Chad",-,-
5518,OGS,KOGS,Ogdensburg International Airport,"Ogdensburg, New York, United States",-,-
5519,OGU,LTCB,Ordu–Giresun Airport,"Ordu / Giresun, Turkey",-,-
5520,OGV,FYNG,Ongava Airstrip[1],"Ongava, Namibia",-,-
